,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Region,Age,Churn,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,InternetService,NbContacts,LastContactDays,SatisfactionScore,FeedbackText,AvgDataUsage_GB,NumCalls,TVPackage,TechSupport
3198,C3142,Male,0,No,No,19,East,43.0,Yes,Two year,54.03,1184.58,Bank transfer,Fiber optic,3.0,51.0,,Speed never matches what was promised in the contract Thank you. rPice is a bit high compared to others!!,,,,
3199,C3143,Male,0,No,No,67,South,23.0,No,One year,89.67,2436.12,Credit card,Fiber optic,0.0,126.0,2.0,Everything works fine for our family Everything owrks fine for our family,38.2,46.0,No,Yes
3200,C3143,Male,0,No,No,67,South,23.0,No,One year,89.67,2436.12,Credit card,Fiber optic,0.0,126.0,2.0,Everything works fine for our family Everything owrks fine for our family,38.2,46.0,No,Yes
3201,C3144,Male,0,No,No,39,East,,No,One year,21.12,1149.92,Electronic check,,5.0,65.0,3.0,"Great service and fair prce The new router works well, stable connection Thank you. Everything works fine foor oru family",27.4,37.0,No,No
3202,C3145,Male,0,No,No,60,North,21.0,No,Two year,66.03,,Electronic check,Fiber optic,3.0,56.0,2.0,"Sometimes the speed drops at night Average experience so far Good service overall, nothing major to complain about Everything works fine for our family No issues ltely, satisfied customer",46.7,39.0,No,No
3203,C3146,Female,0,Yes,No,11,West,79.0,No,Month-to-month,112.41,4753.57,Mailed check,,3.0,12.0,3.0,"Billing is clear and correect each month Helpful chat support, fast resolution Thank yu. Happy with the internet speed and support Thank you.",24.9,41.0,Yes,No
3204,C3147,Female,0,Yes,No,49,West,81.0,No,Two year,54.36,3201.79,Electronic check,Fiber optic,2.0,3.0,1.0,"Phone line is fine, inetrnet varies",46.3,36.0,Yes,No
3205,C3148,Male,0,No,No,15,East,73.0,No,Month-to-month,53.86,604.86,Mailed check,DSL,3.0,156.0,2.0,"Got a minnor outage last week Installation took longer than expected Everyhting works fine for our family The new router works well, stable cnonection",56.4,28.0,Yes,No
3206,C3149,Male,1,No,No,61,West,40.0,No,Month-to-month,83.48,5610.64,Mailed check,DSL,1.0,83.0,4.0,"No issues lately, satisfied customer Service is okay btu could be better!!",108.4,35.0,Yes,No
3207,C3150,Male,0,,No,43,South,50.0,No,Month-to-month,119.86,7114.0,Credit card,Fiber optic,2.0,123.0,4.0,"No issues lately, satisfied customer Everything works ffine for our family",13.9,46.0,No,No
3208,C3151,Male,0,Yes,No,15,North,48.0,No,Month-to-month,68.54,5493.49,Electronic check,Fiber optic,5.0,84.0,1.0,Average experience so far Got a minor outage last week Great service and fiar price Everything works fine for our family Thank you.,68.3,33.0,No,No
3209,C3152,Female,0,No,No,5,West,24.0,No,One year,55.43,1987.83,Credit card,DSL,4.0,104.0,3.0,"SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY HELPFUL CHAT SUPPORT, FAST RESOLUTION",57.7,50.0,Yes,No
3210,C3153,Female,0,Yes,,29,West,22.0,Yes,One year,38.85,1193.98,Electronic check,,2.0,157.0,1.0,Speed never matches what was pomised in the contract,49.4,45.0,No,No
3211,C3154,Male,0,,Yes,62,East,54.0,No,Two year,90.78,,Bank transfer,DSL,,59.0,4.0,Good value for the omney Thank you.,27.2,34.0,No,Yes
3212,C3155,Male,1,Yes,No,60,North,18.0,No,,,,,,2.0,9.0,,"Sometimes the speed drops at night Honestly, installation took longer than expected thank you.",41.2,38.0,No,No
3213,C3156,Male,1,Yes,No,69,West,87.0,No,Month-to-month,54.87,638.68,Credit card,Fiber optic,1.0,164.0,4.0,Good value for the mony,35.2,36.0,No,No
3214,C3157,Female,0,No,No,22,North,62.0,No,Month-to-month,22.12,908.44,Electronic check,,5.0,111.0,3.0,"The new router works well, stable connection Email support replies after some days Good value for the money Price is a bit high compared to others!!!",24.6,36.0,Yes,Yes
3215,C3157,Female,0,No,No,22,North,62.0,No,Month-to-month,22.12,908.44,Electronic check,,5.0,111.0,3.0,"The new router works well, stable connection Email support replies after some days Good value for the money Price is a bit high compared to others!!!",24.6,36.0,Yes,Yes
3216,C3158,Male,0,No,No,13,East,64.0,No,Month-to-month,38.91,792.41,Electronic check,DSL,4.0,171.0,,"Phone line is fine, internet varies Got a minor outage last weeek",45.0,39.0,No,Yes
3217,C3159,Female,0,Yes,,50,South,85.0,Yes,Month-to-month,104.7,1010.08,Electronic check,Fiber optic,,,,,9.7,29.0,No,No
3218,C3160,Male,0,Yes,Yes,47,West,47.0,No,Month-to-month,107.55,4063.22,Credit card,DSL,1.0,40.0,3.0,"Service is oky but could be better Everything works fine for our family Honestly, email support replies after some days",18.0,43.0,No,No
3219,C3161,Female,0,,No,29,South,77.0,No,Month-to-month,120.05,3624.81,Electronic check,DSL,4.0,94.0,2.0,Great service and fair price Thak you.,75.6,39.0,No,
3220,C3162,Male,0,Yes,Yes,17,West,41.0,Yes,Month-to-month,77.05,68.89,Credit card,Fiber optic,1.0,138.0,1.0,Speed never matches what was promised in the contract!!!,,,,
3221,C3163,Female,0,Yes,No,20,South,48.0,Yes,Month-to-month,61.81,2289.74,Credit card,Fiber optic,,,,,29.3,36.0,Yes,Yes
3222,C3164,Male,1,No,Yes,6,South,45.0,No,One year,88.39,252.27,Electronic check,DSL,,149.0,3.0,"HONESTLY, HELPFUL CHAT SUPPORT, FAST RESOLUTION EMAIL SUPPORT REPLIES AFTER SOME DAYS",54.6,46.0,Yes,No
3223,C3165,Male,0,No,No,22,West,,Yes,Month-to-month,75.55,3986.06,Electronic check,DSL,1.0,137.0,3.0,I have opened several tickets nad nothing was fixed!!,,,,
3224,C3166,Male,0,Yes,No,9,North,21.0,No,Two year,105.97,1271.61,Mailed check,DSL,1.0,110.0,4.0,"HONESTLY, THE NEW ROUTER WORKS WELL, STABLE CONNECTION",,40.0,Yes,Yes
3225,C3167,Female,1,No,No,32,East,78.0,No,Month-to-month,87.79,3484.54,Electronic check,Fiber optic,3.0,164.0,3.0,"Great service and fair price Good service overall, nothing major to complain about Service is oky but could be better Average experience so fr",45.6,47.0,No,Yes
3226,C3168,Male,0,Yes,Yes,33,South,56.0,No,Two year,64.55,3941.31,Electronic check,Fiber optic,,86.0,4.0,"No issues lately, satisfied customer No ssues lately, satisfied customer",,,,
3227,C3169,Female,1,Yes,No,70,West,,No,One year,64.18,1406.38,Mailed check,Fiber optic,3.0,172.0,3.0,"The new router works welll, stable connection!!",,,,
3228,C3170,Female,0,,Yes,49,North,88.0,No,One year,37.46,2327.97,Mailed check,DSL,2.0,119.0,3.0,"Honestly, service is okay but could be better Got a mior outage last week Occasional hiccups but nothing too bad!!",86.7,40.0,Yes,Yes
3229,C3171,Male,0,No,Yes,30,South,63.0,No,Month-to-month,83.14,3178.62,Credit card,DSL,,,,,24.3,45.0,Yes,No
3230,C3172,Male,1,Yes,Yes,16,East,70.0,Yes,Two year,23.47,445.79,Electronic check,Fiber optic,1.0,120.0,4.0,Latency and disconnects make it impossible to wrok,32.2,51.0,Yes,No
3231,C3173,Male,0,Yes,,65,South,65.0,No,One year,48.8,593.08,Bank transfer,,3.0,157.0,1.0,"Good service overall, nthing major to complain about",41.5,42.0,No,No
3232,C3174,Female,0,Yes,Yes,14,North,26.0,No,,,,,,,109.0,2.0,"HONESTLY, GREAT SERVICE AND FAIR PRIICE PHONE LINE IS FINE, INTERNET VARIES",49.4,42.0,No,No
3233,C3175,Male,0,Yes,No,56,East,39.0,No,Month-to-month,48.16,422.68,Electronic check,DSL,2.0,82.0,,BILLING IS CLEAR AND CORRECT AECH MONTH,120.5,40.0,Yes,No
3234,C3176,Female,0,Yes,Yes,37,East,19.0,No,Month-to-month,127.26,1656.25,Credit card,Fiber optic,6.0,36.0,3.0,"AVERAGE EXPERIENCE SO FAR HONESTLY, EVERYTHING WORKS FINE FOR OUR FAMILY",4.1,44.0,No,No
3235,C3177,Female,0,No,No,49,North,33.0,No,Month-to-month,124.85,5553.14,Electronic check,Fiber optic,,,,,,40.0,Yes,Yes
3236,C3178,Male,1,No,Yes,50,East,22.0,No,Month-to-month,125.45,,Mailed check,DSL,4.0,14.0,3.0,PPrice is a bit high compared to others Thank you.!!!,7.9,29.0,Yes,No
3237,C3179,Male,1,No,No,36,West,29.0,No,Month-to-month,57.06,294.72,Electronic check,Fiber optic,2.0,140.0,3.0,"No issues lately, satisfied customer Everything works fine for our family",31.2,28.0,Yes,Yes
3238,C3180,Male,1,Yes,,52,North,69.0,No,Month-to-month,120.37,908.9,Credit card,DSL,0.0,45.0,2.0,Instalation took longer than expected,35.5,45.0,Yes,No
3239,C3181,Male,0,Yes,No,23,East,43.0,No,Month-to-month,68.76,1055.71,Electronic check,DSL,2.0,179.0,4.0,"It works, not amazing, not terribel Thank you.",53.8,50.0,No,Yes
3240,C3182,Male,0,Yes,,66,East,32.0,No,Two year,50.83,699.55,Electronic check,,4.0,38.0,3.0,Everything works fiine for our family Good value for the money!,45.6,38.0,No,Yes
3241,C3183,Male,0,Yes,No,71,North,84.0,No,Month-to-month,57.97,5021.17,Electronic check,,0.0,164.0,2.0,"No issues lately, satifsied customer Thank you.",26.2,46.0,Yes,No
3242,C3184,Female,1,No,Yes,45,North,90.0,No,One year,97.56,45.14,Electronic check,Fiber optic,2.0,168.0,3.0,"It works, not amazing, not terrible Great srevice and fair price",14.3,38.0,No,Yes
3243,C3185,Female,0,Yes,No,28,South,76.0,Yes,Two year,22.25,769.41,Bank transfer,DSL,1.0,153.0,4.0,"Price is a bit higgh compared to others Honestly, billing errors keep happening, i am really tired of tis Honestly, occasional hiccups but nothing too bad",64.7,43.0,No,
3244,C3186,Female,0,Yes,No,20,West,56.0,No,One year,48.8,2321.23,Electronic check,,1.0,132.0,3.0,Happy ith the internet speed and support,60.9,40.0,No,Yes
3245,C3187,Male,0,No,No,49,North,80.0,No,One year,64.09,2378.48,Electronic check,Fiber optic,4.0,97.0,5.0,"Email support reeplies after some days Thank you. Happy with the internet speed and support The new router works well, stable connection!!",17.9,40.0,No,No
3246,C3188,Female,0,Yes,No,57,West,42.0,No,Two year,122.29,6893.41,Bank transfer,Fiber optic,1.0,81.0,2.0,"Got a minor outgae last week Honestly, good service overall, nothing major to complain about Helpful chat support, fast resolution Thank yoou. Price is a bit high compared to others",45.8,47.0,No,Yes
3247,C3189,Female,0,No,No,59,East,58.0,Yes,One year,56.16,3672.78,Electronic check,DSL,0.0,10.0,2.0,I have opened several tckets and nothing was fixed,7.8,35.0,No,No
3248,C3190,Female,1,Yes,Yes,26,South,45.0,No,Month-to-month,43.81,2074.25,Electronic check,Fiber optic,0.0,77.0,2.0,"Honestly, the new router works well, stable connection thank you.",49.1,41.0,Yes,No
3249,C3191,Female,1,No,No,19,East,38.0,Yes,Month-to-month,25.43,825.44,Electronic check,Fiber optic,2.0,142.0,4.0,"HONESTLY, AVERAGE EXPERIENCE SO FAR OCCASIONAL HICCUPS BUT NOHTING TOO BD",16.2,46.0,No,No
3250,C3192,Female,0,Yes,Yes,13,West,,No,One year,22.54,439.26,Electronic check,Fiber optic,1.0,114.0,3.0,Installation took longer than expected Service is okay but could be better,32.6,41.0,Yes,
3251,C3193,Male,0,,Yes,62,North,74.0,No,Month-to-month,119.11,9364.51,Electronic check,DSL,,,,,31.2,37.0,No,No
3252,C3194,Male,1,Yes,No,14,South,28.0,Yes,Month-to-month,57.99,406.47,Mailed check,,,161.0,2.0,"TOO EXPENSIVE FFOR POOR QUALITY, THINKING TO CANCEL THANK YOU.",,38.0,No,No
3253,C3195,Female,0,No,No,11,East,36.0,No,One year,125.65,4752.44,Electronic check,Fiber optic,4.0,45.0,2.0,"It works, not amazing, not terrible Thank you. No issues lately, satisfied customer",23.8,38.0,Yes,No
3254,C3196,Female,0,Yes,No,67,North,18.0,No,One year,100.99,7690.04,Electronic check,Fiber optic,0.0,75.0,,Happy witth the internet speed and support,,40.0,No,No
3255,C3197,Female,0,No,No,12,North,49.0,No,Month-to-month,124.17,2735.73,Mailed check,Fiber optic,0.0,110.0,3.0,Average experience so far Service is okay but could be better Everything works fine for our family!,45.3,41.0,Yes,Yes
3256,C3198,Male,0,Yes,No,35,North,51.0,No,Month-to-month,65.46,1203.37,Credit card,DSL,2.0,107.0,5.0,"Helpful chat support, fast resolutino Support agent was knid and solved my issue quickly!",62.3,39.0,Yes,Yes
3257,C3199,Male,0,Yes,No,39,South,34.0,No,Two year,27.74,503.57,Bank transfer,DSL,1.0,156.0,3.0,"NO ISSUES LATELY, SATISFIED CUSTOMER AVERAGE EXPERIENCE SO FAR GOT A MINOR OUTAGE LAST WEEK!!!",54.9,47.0,No,Yes
3258,C3200,Female,0,No,No,32,North,72.0,No,Two year,26.0,1840.08,Bank transfer,Fiber optic,3.0,159.0,4.0,"BILLING IS CLEAR AND CORRECT EACH MONTH NO ISSUES LATELY, SATISFIED CUSTOMER",38.5,37.0,Yes,No
3259,C3201,Male,0,No,Yes,14,West,36.0,Yes,Month-to-month,120.13,1934.94,Credit card,Fiber optic,,164.0,,They overcharged me twice and ignored my emails,15.7,46.0,Yes,
3260,C3202,Male,0,Yes,No,65,West,59.0,No,,,,,,,68.0,2.0,Great service and fair price Good value for the money Support agent was kind and oslved my issue quickly,,,,
3261,C3203,Female,1,No,Yes,27,North,76.0,Yes,Two year,43.24,2332.54,Electronic check,DSL,3.0,159.0,1.0,"eVry bad support, no one answers my calls Latency and disconnects make it impossible to work!",29.8,41.0,No,Yes
3262,C3204,Male,0,Yes,Yes,60,South,90.0,No,,,,,,2.0,79.0,2.0,Gerat service and fair price,42.2,43.0,Yes,Yes
3263,C3205,Male,1,No,No,43,North,55.0,No,One year,95.15,152.46,Electronic check,Fiber optic,,,,,72.3,40.0,Yes,Yes
3264,C3206,Female,0,No,No,65,North,48.0,No,One year,45.25,2646.77,Credit card,Fiber optic,2.0,102.0,,Email support replies after some days Everything woks fine for our family Support agent was knid and solved my issue quickly,40.9,40.0,No,Yes
3265,C3207,Male,0,No,No,55,South,83.0,No,One year,49.87,976.47,Bank transfer,,2.0,48.0,2.0,"The new router works well, stable onnection Average experience so far",16.2,42.0,Yes,Yes
3266,C3208,Male,0,No,No,35,South,86.0,No,Month-to-month,62.56,2513.29,Bank transfer,,1.0,8.0,1.0,Average experience so afr!,,41.0,Yes,No
3267,C3208,Male,0,No,No,35,South,86.0,No,Month-to-month,62.56,2513.29,Bank transfer,,1.0,8.0,1.0,Average experience so afr!,28.4,41.0,Yes,No
3268,C3209,Female,1,No,No,32,West,67.0,No,Two year,118.0,189.81,Credit card,DSL,3.0,22.0,4.0,OCCASINAL HICCUPS BUT NOTHING TOO BAD BILLING IS CLEAR AND CORRECT EACH MONTH,,,,
3269,C3210,Male,0,Yes,Yes,19,South,47.0,Yes,Month-to-month,69.69,5251.49,Electronic check,Fiber optic,0.0,69.0,,Internet is slow and unstable almost every eevening!!!,566.1,41.0,Yes,Yes
3270,C3211,Male,0,No,No,39,South,52.0,No,Two year,42.07,1636.4,Electronic check,DSL,3.0,29.0,,Got a minor outage lats week Thank you.,,44.0,Yes,Yes
3271,C3212,Female,0,Yes,No,20,North,76.0,No,Month-to-month,110.66,,Bank transfer,DSL,,,,,18.6,41.0,Yes,Yes
3272,C3213,Female,0,No,No,28,North,34.0,No,One year,56.51,51.95,Electronic check,DSL,2.0,124.0,,"The new router works well, stable conection Thank you.",33.7,36.0,No,No
3273,C3214,Female,0,No,,3,West,83.0,No,One year,59.57,1930.56,Credit card,DSL,,92.0,2.0,"Honestly, price is a bit high compared to others Good servce overall, nothing major to complain about Thank you.!!",24.6,33.0,No,No
3274,C3215,Male,1,Yes,No,32,North,38.0,No,,,,,,1.0,92.0,5.0,Support agetn was kind and solved my issue quickly,,41.0,Yes,Yes
3275,C3216,Female,1,No,No,58,West,69.0,No,Month-to-month,118.58,6367.09,Credit card,Fiber optic,3.0,19.0,4.0,PRICE IS A BIT HIGH COMPAARED TO OTHERS,30.5,52.0,No,No
3276,C3217,Male,0,No,No,54,North,82.0,No,One year,88.05,12.16,Electronic check,DSL,3.0,148.0,2.0,OCCASIONAL HICCUPS BUT NOTHING TOO BAD!!,63.6,35.0,No,No
3277,C3218,Female,1,No,Yes,42,East,31.0,No,One year,49.36,1785.53,Electronic check,DSL,1.0,34.0,5.0,Installation otok longer than expected Support agent was kind and solved my issue quickly,41.3,41.0,Yes,Yes
3278,C3219,Male,0,Yes,Yes,15,West,,No,One year,115.35,3704.93,Electronic check,DSL,,,,,4.7,49.0,Yes,Yes
3279,C3220,Female,0,Yes,No,62,North,72.0,No,Month-to-month,59.99,1411.11,Mailed check,Fiber optic,1.0,75.0,4.0,"INSTALLATION TOOK LONGER THAN EXPECTED GOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT EVERYTHING ORKS FINE FOR OUR FAMILY",56.6,36.0,Yes,No
3280,C3221,Female,0,No,No,31,South,26.0,No,One year,113.27,1958.71,Credit card,Fiber optic,6.0,133.0,3.0,"No issues lately, satisfied customer Good value for the money Phone line is fine, internet varise",46.5,39.0,Yes,No
3281,C3222,Female,0,Yes,No,61,West,25.0,No,Month-to-month,121.55,2473.94,Electronic check,,3.0,79.0,5.0,Everything wokrs fine for our family Thank you. Happy with the interrnet speed and support,51.8,47.0,No,No
3282,C3223,Female,0,Yes,Yes,26,North,90.0,No,,,,,,2.0,100.0,3.0,"Honestly, support gent was kind and solved my issue quickly!!",23.3,40.0,No,No
3283,C3224,Male,1,No,No,69,East,51.0,No,Month-to-month,91.48,4930.69,Bank transfer,Fiber optic,6.0,127.0,3.0,Average experience so fra Thank you.,6.8,57.0,No,Yes
3284,C3225,Female,0,Yes,,57,North,50.0,No,Month-to-month,74.35,,Credit card,Fiber optic,2.0,48.0,5.0,"Honnestly, sometimes the speed drops at night thank you.!!",32.5,53.0,Yes,
3285,C3226,Female,0,No,No,20,North,24.0,No,Two year,25.99,26.53,Electronic check,Fiber optic,6.0,29.0,3.0,Everything works fine for our family rPice is a bit high compared to others,936.2,37.0,No,Yes
3286,C3227,Male,0,,,66,North,38.0,Yes,One year,73.82,3878.51,Bank transfer,,,,,,,,,
3287,C3228,Female,1,No,No,21,West,22.0,Yes,One year,38.28,810.47,Bank transfer,DSL,,,,,,,,
3288,C3229,Male,0,Yes,No,60,North,88.0,No,Month-to-month,116.78,97.31,Credit card,DSL,3.0,131.0,1.0,"Honestly, email support replies after some days It works, not amaing, not terrible",28.9,49.0,No,Yes
3289,C3230,Female,0,Yes,No,63,North,29.0,No,Two year,38.53,512.64,Electronic check,Fiber optic,0.0,101.0,5.0,INSTALLATION TOOK LONGER THAN EXPEECTED,27.5,41.0,No,Yes
3290,C3231,Female,0,Yes,No,51,East,76.0,No,,,,,,,,,,16.6,33.0,No,No
3291,C3232,Female,0,No,No,39,South,75.0,No,Two year,75.07,136.52,Electronic check,DSL,3.0,35.0,3.0,Geat service and fair price,,44.0,Yes,No
3292,C3233,Male,0,Yes,Yes,11,South,54.0,No,One year,59.2,370.26,Credit card,,3.0,93.0,2.0,SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY HAPPY WITH THE INTERNET SPEED AND SUPPORT THANK YOU.,19.3,34.0,Yes,No
3293,C3234,Female,0,,No,57,North,62.0,No,Month-to-month,31.22,,Electronic check,Fiber optic,0.0,146.0,3.0,"Phone ilne is fine, internet varies",41.9,44.0,No,Yes
3294,C3235,Female,0,No,,3,East,42.0,No,Month-to-month,98.9,1884.03,Electronic check,Fiber optic,4.0,167.0,2.0,"Helpful chat support, afst resolution!!!",29.8,38.0,No,No
3295,C3236,Female,0,No,Yes,37,East,44.0,No,Two year,39.88,699.18,Bank transfer,Fiber optic,1.0,154.0,,"PHONE LINE IS FINE, INTERNET VARIES THE NEW ROUTER OWRKS WELL, STABLE CONNECTION!",10.5,33.0,Yes,No
3296,C3237,Male,0,Yes,No,25,South,68.0,No,One year,80.69,1704.3,Electronic check,DSL,3.0,156.0,5.0,Installation took longer than expeted,10.5,46.0,No,Yes
3297,C3238,Male,0,Yes,Yes,21,North,59.0,No,Month-to-month,99.89,4771.15,Electronic check,DSL,2.0,24.0,3.0,"No issues lately, satisfied customer Installation took longer than expected!",12.5,41.0,Yes,No
3298,C3239,Female,0,No,No,42,East,88.0,No,One year,91.88,939.02,Electronic check,Fiber optic,,150.0,,"NO ISSUES LATELY, SATISFIED CUSTOMER OCCASIONAL HICCUPS BUT NOTHING TOO BAD THANK YUO.",61.7,51.0,Yes,No
3299,C3240,Male,1,Yes,No,1,West,59.0,No,Two year,128.03,6274.95,Electronic check,Fiber optic,0.0,180.0,3.0,EMAIL SUPPORT REPLIES AFTER OSME DAYS,18.5,38.0,No,Yes
3300,C3241,Female,0,Yes,Yes,23,South,77.0,No,Month-to-month,52.88,1525.92,Bank transfer,DSL,4.0,154.0,4.0,"Good value for the money Helpful chat suppor,t fast resolution",34.8,46.0,No,
3301,C3242,Female,1,Yes,No,24,North,89.0,No,One year,29.86,208.44,Electronic check,,2.0,83.0,3.0,Email support reeplies after some days,36.5,40.0,Yes,No
3302,C3243,Female,0,No,No,47,North,75.0,No,One year,99.17,3222.08,Electronic check,,3.0,169.0,3.0,"Helpful hcat support, fast resolution No issues lately, satisfied customer",34.4,31.0,No,No
3303,C3244,Female,0,No,Yes,7,East,89.0,No,Month-to-month,22.95,578.77,Credit card,Fiber optic,6.0,71.0,4.0,Email spport replies after some days,58.2,41.0,No,No
3304,C3245,Female,0,No,No,38,West,39.0,No,One year,120.75,,Electronic check,Fiber optic,2.0,31.0,3.0,HAPPY WITH THE INTERNET PSEED AND SUPPORT THANK YOU.!!!,25.9,50.0,Yes,No
3305,C3246,Female,1,No,,47,North,75.0,No,Month-to-month,123.27,5834.46,Credit card,,5.0,116.0,5.0,"GOOD SERVICE OVVERALL, NOTHING MAJOR TO COMPLAIN ABOUT OGT A MINOR OUTAGE LAST WEEK",49.6,37.0,Yes,No
3306,C3247,Female,0,Yes,No,35,South,28.0,No,One year,116.04,4735.5,Electronic check,Fiber optic,5.0,171.0,,Installation took longer than expected Price is a bit high compared to others Installation took longer than expected Thank you.,87.8,44.0,Yes,No
3307,C3248,Male,0,No,Yes,62,North,23.0,No,Month-to-month,124.15,33.61,Electronic check,,4.0,73.0,4.0,"Good service ooverall, nothing major to complain about",90.0,34.0,No,Yes
3308,C3249,Male,1,Yes,Yes,3,South,39.0,Yes,Two year,82.19,5134.49,Credit card,,0.0,87.0,3.0,"Honestly, i have opened several tickets and nothinng was fixed",99.0,61.0,No,Yes
3309,C3250,Male,0,No,No,20,South,29.0,No,Month-to-month,71.0,730.83,Bank transfer,Fiber optic,4.0,97.0,4.0,Good value foor the money Thank you.!!!,56.1,42.0,Yes,No
3310,C3251,Male,0,Yes,No,44,West,44.0,No,Month-to-month,31.58,439.78,Electronic check,DSL,2.0,53.0,2.0,"Honestly, great service and fair pricce",28.8,35.0,Yes,Yes
3311,C3252,Male,0,Yes,Yes,32,North,18.0,No,Month-to-month,30.53,839.69,Credit card,Fiber optic,4.0,19.0,3.0,"No issues lateyl, satisfied customer Thank you.",12.3,44.0,No,Yes
3312,C3253,Male,0,No,No,26,West,81.0,No,One year,126.37,,Electronic check,DSL,2.0,47.0,4.0,AVERAGE EXPERIENCE SO FAR THANK YOU.,,33.0,Yes,Yes
3313,C3254,Male,0,Yes,No,48,South,56.0,No,One year,69.64,2628.44,Electronic check,Fiber optic,5.0,116.0,2.0,Everything woorks fine for our family Thank you.!!,53.9,43.0,No,Yes
3314,C3255,Female,0,No,No,5,West,77.0,Yes,Two year,51.08,1093.4,Bank transfer,Fiber optic,3.0,101.0,2.0,"Teerrible experience, worst provider I used Thank you.",38.3,50.0,Yes,No
3315,C3256,Female,0,,No,59,East,87.0,No,One year,45.82,1837.71,Electronic check,DSL,2.0,135.0,3.0,Price is a bit high compared to others Billing is clear and correct each month,43.3,37.0,Yes,No
3316,C3257,Female,0,Yes,No,61,North,71.0,No,One year,39.39,,Mailed check,DSL,4.0,63.0,5.0,"HONESTLY, GOOD VALUE FOR THE MONEY SERVICE IS OKAY BUT OCULD BE BETTER",50.4,45.0,No,Yes
3317,C3258,Female,1,Yes,No,49,West,42.0,No,One year,34.06,410.87,Electronic check,DSL,,56.0,3.0,BILLING IS CLEAR AND CORRECT EACH MONTH THANK YOU.,81.7,46.0,No,No
3318,C3259,Male,1,No,No,30,North,37.0,No,Month-to-month,67.22,2126.45,Electronic check,,4.0,121.0,3.0,Occasional hiccups but nothing too bad Thank you.!!,47.5,44.0,Yes,No
3319,C3260,Male,0,Yes,No,17,East,53.0,No,Month-to-month,85.72,,Bank transfer,DSL,0.0,157.0,4.0,Occasional hiccups but nohing too bad Occasional hiccups but nothing too bad Thank you.,32.5,36.0,No,
3320,C3260,Male,0,Yes,No,17,East,53.0,No,Month-to-month,85.72,,Bank transfer,DSL,0.0,157.0,4.0,Occasional hiccups but nohing too bad Occasional hiccups but nothing too bad Thank you.,32.5,36.0,No,Yes
3321,C3261,Female,0,No,Yes,70,West,40.0,No,Month-to-month,28.47,,Electronic check,DSL,3.0,46.0,3.0,"Honestly, price is a bit high compared to others",13.4,39.0,Yes,No
3322,C3262,Female,0,Yes,Yes,58,North,18.0,No,Month-to-month,88.28,3563.98,Electronic check,,1.0,26.0,3.0,Installation took longer than expectde,18.8,36.0,No,No
3323,C3263,Male,0,Yes,Yes,63,East,,No,Month-to-month,126.99,1757.32,Mailed check,,3.0,58.0,4.0,Billing is clear and correct each month Thank you.,,,,
3324,C3264,Female,0,Yes,Yes,61,West,69.0,No,One year,112.44,2554.08,Mailed check,,1.0,8.0,5.0,Average expeience so far,13.0,54.0,No,No
3325,C3265,Female,0,No,,63,West,19.0,No,Month-to-month,104.68,,Electronic check,Fiber optic,3.0,128.0,4.0,"Happy with the internet speed and support Honestly, installation took longer than expected",44.1,43.0,Yes,No
3326,C3266,Female,0,No,No,15,East,38.0,Yes,Month-to-month,123.98,6652.01,Electronic check,Fiber optic,2.0,5.0,2.0,SPEED NEVER MATCHES WHAT WAS PROMISED IN THE CONTRACT!,15.3,41.0,Yes,No
3327,C3267,Female,0,Yes,No,1,South,26.0,No,One year,107.59,3858.35,Electronic check,,4.0,82.0,2.0,Billign is clear and correct each month Support agent was kind and solved my issue quickly Billing is clear and correct each month Billing is clear and correct each month,2.7,44.0,Yes,Yes
3328,C3268,Male,0,No,,13,East,65.0,No,Two year,97.36,6891.54,Electronic check,DSL,2.0,30.0,2.0,"Helpful chat support, fast resolution Support agent was kind and solved my issue quickly The new router works well, stable connection",,37.0,Yes,No
3329,C3269,Female,1,No,,48,East,56.0,Yes,One year,75.66,2147.88,Electronic check,,3.0,177.0,1.0,"Honesly, they overcharged me twice and ignored my emails",62.5,39.0,No,No
3330,C3270,Female,0,Yes,Yes,34,East,59.0,No,One year,26.21,,Mailed check,,4.0,118.0,2.0,GREAT SERVICE AND FAIR PRICE THAKN YOU.!,12.4,47.0,Yes,No
3331,C3271,Male,0,No,No,30,West,88.0,No,Month-to-month,81.58,,Credit card,Fiber optic,3.0,97.0,2.0,"The new router works well, stable connection Installation took longer than expectde",44.0,35.0,Yes,No
3332,C3272,Male,0,Yes,No,19,North,62.0,No,Month-to-month,48.88,2405.24,Electronic check,,6.0,66.0,,Happy with the internet speed and supprt,24.4,37.0,Yes,
3333,C3273,Female,0,No,Yes,64,North,19.0,No,,,,,,2.0,40.0,4.0,GOT A MINOR OUTAGE LAST WEEK!,27.9,44.0,Yes,No
3334,C3274,Male,0,No,No,66,East,84.0,No,Month-to-month,121.02,9575.58,Credit card,Fiber optic,4.0,105.0,1.0,"HONESTLY, HELPFUL CHAT SUPPORT, FAST RESOLUTOIN",328.2,45.0,No,Yes
